MappingName,OrthologID,GenomeName,GeneID,Annotation,GenomeID,Group,Clade,RefType
AG-315-C22_2717622919,60001883,AG-315-C22,2717622919,protein of unknown function (DUF4214),2716884691,Prochlorococcus,LLI,SAG
AG-315-C22_2717622882,60001888,AG-315-C22,2717622882,hypothetical protein,2716884691,Prochlorococcus,LLI,SAG
AG-315-D17_2717623285,60001883,AG-315-D17,2717623285,protein of unknown function (DUF4214),2716884692,Prochlorococcus,LLI,SAG
AG-315-D17_2717624089,60001883,AG-315-D17,2717624089,protein of unknown function (DUF4214),2716884692,Prochlorococcus,LLI,SAG
AG-315-D17_2717623271,60001883,AG-315-D17,2717623271,protein of unknown function (DUF4214),2716884692,Prochlorococcus,LLI,SAG
AG-315-D17_2717623929,60001888,AG-315-D17,2717623929,hypothetical protein,2716884692,Prochlorococcus,LLI,SAG
AG-315-D17_2717623347,60001888,AG-315-D17,2717623347,hypothetical protein,2716884692,Prochlorococcus,LLI,SAG
AG-315-D17_2717623927,60001888,AG-315-D17,2717623927,hypothetical protein,2716884692,Prochlorococcus,LLI,SAG
AG-315-D17_2717623930,60001888,AG-315-D17,2717623930,hypothetical protein,2716884692,Prochlorococcus,LLI,SAG
AG-315-D17_2717624126,60001888,AG-315-D17,2717624126,hypothetical protein,2716884692,Prochlorococcus,LLI,SAG
AG-315-D17_2717624052,60001888,AG-315-D17,2717624052,hypothetical protein,2716884692,Prochlorococcus,LLI,SAG
AG-315-D17_2717623569,60001888,AG-315-D17,2717623569,hypothetical protein,2716884692,Prochlorococcus,LLI,SAG
AG-315-D17_2717623346,60001888,AG-315-D17,2717623346,hypothetical protein,2716884692,Prochlorococcus,LLI,SAG
AG-315-D17_2717623706,60001888,AG-315-D17,2717623706,hypothetical protein,2716884692,Prochlorococcus,LLI,SAG
AG-315-D17_2717624088,60002365,AG-315-D17,2717624088,hypothetical protein,2716884692,Prochlorococcus,LLI,SAG
AG-315-I10_2717572684,60001883,AG-315-I10,2717572684,protein of unknown function (DUF4214),2716884638,Prochlorococcus,LLI,SAG
AG-315-I10_2717572697,60001883,AG-315-I10,2717572697,protein of unknown function (DUF4214),2716884638,Prochlorococcus,LLI,SAG
AG-315-I10_2717572825,60001883,AG-315-I10,2717572825,protein of unknown function (DUF4214),2716884638,Prochlorococcus,LLI,SAG
AG-315-I14_2717573803,60001883,AG-315-I14,2717573803,protein of unknown function (DUF4214),2716884639,Prochlorococcus,LLI,SAG
AG-315-I14_2717573852,60001883,AG-315-I14,2717573852,protein of unknown function (DUF4214),2716884639,Prochlorococcus,LLI,SAG
AG-315-I14_2717573742,60001888,AG-315-I14,2717573742,hypothetical protein,2716884639,Prochlorococcus,LLI,SAG
AG-315-I14_2717573258,60001888,AG-315-I14,2717573258,hypothetical protein,2716884639,Prochlorococcus,LLI,SAG
AG-315-I14_2717573227,60001888,AG-315-I14,2717573227,hypothetical protein,2716884639,Prochlorococcus,LLI,SAG
AG-315-I14_2717573257,60001888,AG-315-I14,2717573257,hypothetical protein,2716884639,Prochlorococcus,LLI,SAG
AG-315-I14_2717573549,60001888,AG-315-I14,2717573549,hypothetical protein,2716884639,Prochlorococcus,LLI,SAG
AG-315-K21_2717625330,60001830,AG-315-K21,2717625330,hypothetical protein,2716884694,Prochlorococcus,LLI,SAG
AG-315-L02_2717625741,60001883,AG-315-L02,2717625741,protein of unknown function (DUF4214),2716884695,Prochlorococcus,LLI,SAG
AG-315-L02_2717625796,60001883,AG-315-L02,2717625796,protein of unknown function (DUF4214),2716884695,Prochlorococcus,LLI,SAG
AG-315-L09_2717626105,60001883,AG-315-L09,2717626105,protein of unknown function (DUF4214),2716884696,Prochlorococcus,LLI,SAG
AG-315-M16_2717626445,60001883,AG-315-M16,2717626445,protein of unknown function (DUF4214),2716884697,Prochlorococcus,LLI,SAG
AG-315-M16_2717626625,60001883,AG-315-M16,2717626625,protein of unknown function (DUF4214),2716884697,Prochlorococcus,LLI,SAG
AG-315-M16_2717626951,60001883,AG-315-M16,2717626951,protein of unknown function (DUF4214),2716884697,Prochlorococcus,LLI,SAG
AG-315-N18_2717574472,60001883,AG-315-N18,2717574472,protein of unknown function (DUF4214),2716884640,Prochlorococcus,LLI,SAG
AG-315-N18_2717574866,60001883,AG-315-N18,2717574866,protein of unknown function (DUF4214),2716884640,Prochlorococcus,LLI,SAG
AG-315-N18_2717574397,60001883,AG-315-N18,2717574397,protein of unknown function (DUF4214),2716884640,Prochlorococcus,LLI,SAG
AG-315-N18_2717574838,60001883,AG-315-N18,2717574838,protein of unknown function (DUF4214),2716884640,Prochlorococcus,LLI,SAG
AG-315-N18_2717574746,60001883,AG-315-N18,2717574746,protein of unknown function (DUF4214),2716884640,Prochlorococcus,LLI,SAG
AG-315-N18_2717574755,60002365,AG-315-N18,2717574755,hypothetical protein,2716884640,Prochlorococcus,LLI,SAG
AG-315-O03_2717575304,60001883,AG-315-O03,2717575304,protein of unknown function (DUF4214),2716884641,Prochlorococcus,LLI,SAG
AG-315-O03_2717575153,60001883,AG-315-O03,2717575153,protein of unknown function (DUF4214),2716884641,Prochlorococcus,LLI,SAG
AG-315-O03_2717575414,60001883,AG-315-O03,2717575414,protein of unknown function (DUF4214),2716884641,Prochlorococcus,LLI,SAG
AG-331-A01_2717579059,60001883,AG-331-A01,2717579059,protein of unknown function (DUF4214),2716884650,Prochlorococcus,LLI,SAG
AG-331-A01_2717579426,60001883,AG-331-A01,2717579426,protein of unknown function (DUF4214),2716884650,Prochlorococcus,LLI,SAG
AG-331-A01_2717579405,60001883,AG-331-A01,2717579405,protein of unknown function (DUF4214),2716884650,Prochlorococcus,LLI,SAG
AG-331-A01_2717579415,60001883,AG-331-A01,2717579415,protein of unknown function (DUF4214),2716884650,Prochlorococcus,LLI,SAG
AG-331-A01_2717579436,60001883,AG-331-A01,2717579436,protein of unknown function (DUF4214),2716884650,Prochlorococcus,LLI,SAG
AG-331-C07_2717636053,60001883,AG-331-C07,2717636053,protein of unknown function (DUF4214),2716884710,Prochlorococcus,LLI,SAG
AG-331-C07_2717636014,60001883,AG-331-C07,2717636014,protein of unknown function (DUF4214),2716884710,Prochlorococcus,LLI,SAG
AG-331-C07_2717636011,60001883,AG-331-C07,2717636011,protein of unknown function (DUF4214),2716884710,Prochlorococcus,LLI,SAG
AG-331-C07_2717635855,60001883,AG-331-C07,2717635855,protein of unknown function (DUF4214),2716884710,Prochlorococcus,LLI,SAG
AG-331-C07_2717636010,60001883,AG-331-C07,2717636010,protein of unknown function (DUF4214),2716884710,Prochlorococcus,LLI,SAG
AG-331-C07_2717636013,60001883,AG-331-C07,2717636013,protein of unknown function (DUF4214),2716884710,Prochlorococcus,LLI,SAG
AG-331-C07_2717635830,60001883,AG-331-C07,2717635830,protein of unknown function (DUF4214),2716884710,Prochlorococcus,LLI,SAG
AG-331-C07_2717636026,60001883,AG-331-C07,2717636026,protein of unknown function (DUF4214),2716884710,Prochlorococcus,LLI,SAG
AG-331-D10_2717580496,60001883,AG-331-D10,2717580496,protein of unknown function (DUF4214),2716884654,Prochlorococcus,LLI,SAG
AG-331-D10_2717580239,60001883,AG-331-D10,2717580239,protein of unknown function (DUF4214),2716884654,Prochlorococcus,LLI,SAG
AG-331-D10_2717580483,60001883,AG-331-D10,2717580483,protein of unknown function (DUF4214),2716884654,Prochlorococcus,LLI,SAG
AG-331-D10_2717580489,60001883,AG-331-D10,2717580489,protein of unknown function (DUF4214),2716884654,Prochlorococcus,LLI,SAG
AG-331-D10_2717580495,60001883,AG-331-D10,2717580495,protein of unknown function (DUF4214),2716884654,Prochlorococcus,LLI,SAG
AG-331-D10_2717580249,60001883,AG-331-D10,2717580249,protein of unknown function (DUF4214),2716884654,Prochlorococcus,LLI,SAG
AG-331-K04_2717582797,60001883,AG-331-K04,2717582797,protein of unknown function (DUF4214),2716884661,Prochlorococcus,LLI,SAG
AG-331-K04_2717582705,60001883,AG-331-K04,2717582705,protein of unknown function (DUF4214),2716884661,Prochlorococcus,LLI,SAG
AG-331-M18_2717637461,60001830,AG-331-M18,2717637461,hypothetical protein,2716884711,Prochlorococcus,LLI,SAG
AG-331-M18_2717637607,60001883,AG-331-M18,2717637607,protein of unknown function (DUF4214),2716884711,Prochlorococcus,LLI,SAG
AG-331-M18_2717637199,60001883,AG-331-M18,2717637199,protein of unknown function (DUF4214),2716884711,Prochlorococcus,LLI,SAG
AG-331-M18_2717637205,60001883,AG-331-M18,2717637205,protein of unknown function (DUF4214),2716884711,Prochlorococcus,LLI,SAG
AG-331-M18_2717637463,60002365,AG-331-M18,2717637463,hypothetical protein,2716884711,Prochlorococcus,LLI,SAG
AG-331-M18_2717637249,60002365,AG-331-M18,2717637249,hypothetical protein,2716884711,Prochlorococcus,LLI,SAG
AG-331-M18_2717636962,60002365,AG-331-M18,2717636962,hypothetical protein,2716884711,Prochlorococcus,LLI,SAG
AG-331-M18_2717637298,60002365,AG-331-M18,2717637298,hypothetical protein,2716884711,Prochlorococcus,LLI,SAG
AG-331-M18_2717637231,60002365,AG-331-M18,2717637231,hypothetical protein,2716884711,Prochlorococcus,LLI,SAG
AG-331-M18_2717637690,60002365,AG-331-M18,2717637690,hypothetical protein,2716884711,Prochlorococcus,LLI,SAG
AG-331-M18_2717637609,60002365,AG-331-M18,2717637609,hypothetical protein,2716884711,Prochlorococcus,LLI,SAG
AG-331-M18_2717637232,60002365,AG-331-M18,2717637232,hypothetical protein,2716884711,Prochlorococcus,LLI,SAG
AG-331-M18_2717637715,60002365,AG-331-M18,2717637715,hypothetical protein,2716884711,Prochlorococcus,LLI,SAG
AG-331-M18_2717637658,60002365,AG-331-M18,2717637658,hypothetical protein,2716884711,Prochlorococcus,LLI,SAG
AG-331-M18_2717637618,60002365,AG-331-M18,2717637618,hypothetical protein,2716884711,Prochlorococcus,LLI,SAG
AG-331-M18_2717637624,60002365,AG-331-M18,2717637624,hypothetical protein,2716884711,Prochlorococcus,LLI,SAG
AG-341-E15_2717647778,60001883,AG-341-E15,2717647778,protein of unknown function (DUF4214),2716884724,Prochlorococcus,LLI,SAG
AG-341-E15_2717647373,60001883,AG-341-E15,2717647373,protein of unknown function (DUF4214),2716884724,Prochlorococcus,LLI,SAG
AG-341-E15_2717647866,60002365,AG-341-E15,2717647866,hypothetical protein,2716884724,Prochlorococcus,LLI,SAG
AG-341-K02_2717648253,60001883,AG-341-K02,2717648253,protein of unknown function (DUF4214),2716884725,Prochlorococcus,LLI,SAG
AG-341-K02_2717648324,60001883,AG-341-K02,2717648324,protein of unknown function (DUF4214),2716884725,Prochlorococcus,LLI,SAG
AG-341-K02_2717648327,60001883,AG-341-K02,2717648327,protein of unknown function (DUF4214),2716884725,Prochlorococcus,LLI,SAG
AG-341-K02_2717648251,60001883,AG-341-K02,2717648251,protein of unknown function (DUF4214),2716884725,Prochlorococcus,LLI,SAG
AG-341-K02_2717648081,60001883,AG-341-K02,2717648081,protein of unknown function (DUF4214),2716884725,Prochlorococcus,LLI,SAG
AG-341-K02_2717648082,60001883,AG-341-K02,2717648082,protein of unknown function (DUF4214),2716884725,Prochlorococcus,LLI,SAG
AG-341-K02_2717648243,60001883,AG-341-K02,2717648243,protein of unknown function (DUF4214),2716884725,Prochlorococcus,LLI,SAG
AG-341-K02_2717648445,60001883,AG-341-K02,2717648445,protein of unknown function (DUF4214),2716884725,Prochlorococcus,LLI,SAG
AG-341-K05_2717146927,60001883,AG-341-K05,2717146927,protein of unknown function (DUF4214),2716884261,Prochlorococcus,LLI,SAG
AG-341-K05_2717147205,60001888,AG-341-K05,2717147205,hypothetical protein,2716884261,Prochlorococcus,LLI,SAG
AG-341-L22_2717237004,60001883,AG-341-L22,2717237004,protein of unknown function (DUF4214),2716884348,Prochlorococcus,LLI,SAG
AG-341-N05_2717237577,60001883,AG-341-N05,2717237577,protein of unknown function (DUF4214),2716884349,Prochlorococcus,LLI,SAG
AG-341-N05_2717237020,60001883,AG-341-N05,2717237020,protein of unknown function (DUF4214),2716884349,Prochlorococcus,LLI,SAG
AG-363-A03_2667873312,60001883,AG-363-A03,2667873312,protein of unknown function (DUF4214),2667527354,Prochlorococcus,LLI,SAG
AG-363-A04_2667876182,60001883,AG-363-A04,2667876182,protein of unknown function (DUF4214),2667527355,Prochlorococcus,LLI,SAG
AG-363-A04_2667875707,60001883,AG-363-A04,2667875707,protein of unknown function (DUF4214),2667527355,Prochlorococcus,LLI,SAG
AG-363-A04_2667876178,60001883,AG-363-A04,2667876178,protein of unknown function (DUF4214),2667527355,Prochlorococcus,LLI,SAG
AG-363-A04_2667875712,60001883,AG-363-A04,2667875712,protein of unknown function (DUF4214),2667527355,Prochlorococcus,LLI,SAG
AG-363-A04_2667875264,60001883,AG-363-A04,2667875264,protein of unknown function (DUF4214),2667527355,Prochlorococcus,LLI,SAG
AG-363-B05_2667883999,60001888,AG-363-B05,2667883999,hypothetical protein,2667527361,Prochlorococcus,LLI,SAG
AG-363-B05_2667883979,60001888,AG-363-B05,2667883979,hypothetical protein,2667527361,Prochlorococcus,LLI,SAG
AG-363-B19_2667888376,60001883,AG-363-B19,2667888376,protein of unknown function (DUF4214),2667527364,Prochlorococcus,LLI,SAG
AG-363-G03_2667893644,60001883,AG-363-G03,2667893644,protein of unknown function (DUF4214),2667527367,Prochlorococcus,LLI,SAG
AG-363-G03_2667893551,60001883,AG-363-G03,2667893551,protein of unknown function (DUF4214),2667527367,Prochlorococcus,LLI,SAG
AG-363-M20_2667904588,60001830,AG-363-M20,2667904588,hypothetical protein,2667527376,Prochlorococcus,LLI,SAG
AG-363-M20_2667904618,60001888,AG-363-M20,2667904618,hypothetical protein,2667527376,Prochlorococcus,LLI,SAG
AG-363-M20_2667904540,60002365,AG-363-M20,2667904540,hypothetical protein,2667527376,Prochlorococcus,LLI,SAG
AG-363-M20_2667904611,60002365,AG-363-M20,2667904611,hypothetical protein,2667527376,Prochlorococcus,LLI,SAG
AG-388-L21_2717262670,60001830,AG-388-L21,2717262670,hypothetical protein,2716884370,Prochlorococcus,LLI,SAG
AG-388-L21_2717262723,60001883,AG-388-L21,2717262723,protein of unknown function (DUF4214),2716884370,Prochlorococcus,LLI,SAG
AG-388-L21_2717262681,60001883,AG-388-L21,2717262681,protein of unknown function (DUF4214),2716884370,Prochlorococcus,LLI,SAG
AG-388-L21_2717262557,60001883,AG-388-L21,2717262557,protein of unknown function (DUF4214),2716884370,Prochlorococcus,LLI,SAG
AG-388-L21_2717262548,60001883,AG-388-L21,2717262548,protein of unknown function (DUF4214),2716884370,Prochlorococcus,LLI,SAG
AG-388-L21_2717262673,60001883,AG-388-L21,2717262673,protein of unknown function (DUF4214),2716884370,Prochlorococcus,LLI,SAG
AG-388-L21_2717262073,60001883,AG-388-L21,2717262073,protein of unknown function (DUF4214),2716884370,Prochlorococcus,LLI,SAG
AG-388-O02_2717263957,60001883,AG-388-O02,2717263957,protein of unknown function (DUF4214),2716884371,Prochlorococcus,LLI,SAG
AG-388-O02_2717263991,60001883,AG-388-O02,2717263991,protein of unknown function (DUF4214),2716884371,Prochlorococcus,LLI,SAG
AG-388-O02_2717263304,60001883,AG-388-O02,2717263304,protein of unknown function (DUF4214),2716884371,Prochlorococcus,LLI,SAG
AG-388-O02_2717263984,60001883,AG-388-O02,2717263984,protein of unknown function (DUF4214),2716884371,Prochlorococcus,LLI,SAG
AG-388-O02_2717263296,60001883,AG-388-O02,2717263296,protein of unknown function (DUF4214),2716884371,Prochlorococcus,LLI,SAG
AG-388-O02_2717263397,60001883,AG-388-O02,2717263397,protein of unknown function (DUF4214),2716884371,Prochlorococcus,LLI,SAG
AG-388-O02_2717263788,60001883,AG-388-O02,2717263788,protein of unknown function (DUF4214),2716884371,Prochlorococcus,LLI,SAG
AG-388-O02_2717263959,60001883,AG-388-O02,2717263959,protein of unknown function (DUF4214),2716884371,Prochlorococcus,LLI,SAG
AG-388-O02_2717263301,60001883,AG-388-O02,2717263301,protein of unknown function (DUF4214),2716884371,Prochlorococcus,LLI,SAG
AG-402-A08_2717268031,60001883,AG-402-A08,2717268031,protein of unknown function (DUF4214),2716884373,Prochlorococcus,LLI,SAG
AG-402-A08_2717268058,60001883,AG-402-A08,2717268058,protein of unknown function (DUF4214),2716884373,Prochlorococcus,LLI,SAG
AG-402-A08_2717268030,60001883,AG-402-A08,2717268030,protein of unknown function (DUF4214),2716884373,Prochlorococcus,LLI,SAG
AG-402-A08_2717267520,60001883,AG-402-A08,2717267520,protein of unknown function (DUF4214),2716884373,Prochlorococcus,LLI,SAG
AG-402-A08_2717267548,60001883,AG-402-A08,2717267548,protein of unknown function (DUF4214),2716884373,Prochlorococcus,LLI,SAG
AG-402-A08_2717268060,60001883,AG-402-A08,2717268060,protein of unknown function (DUF4214),2716884373,Prochlorococcus,LLI,SAG
AG-402-A08_2717267603,60001883,AG-402-A08,2717267603,protein of unknown function (DUF4214),2716884373,Prochlorococcus,LLI,SAG
AG-402-A21_2667714319,60001883,AG-402-A21,2667714319,protein of unknown function (DUF4214),2667527256,Prochlorococcus,LLI,SAG
AG-402-A21_2667715475,60001883,AG-402-A21,2667715475,protein of unknown function (DUF4214),2667527256,Prochlorococcus,LLI,SAG
AG-402-A21_2667715152,60001883,AG-402-A21,2667715152,protein of unknown function (DUF4214),2667527256,Prochlorococcus,LLI,SAG
AG-402-A21_2667715157,60001883,AG-402-A21,2667715157,protein of unknown function (DUF4214),2667527256,Prochlorococcus,LLI,SAG
AG-402-A21_2667715324,60001883,AG-402-A21,2667715324,protein of unknown function (DUF4214),2667527256,Prochlorococcus,LLI,SAG
AG-402-B03_2717268904,60001883,AG-402-B03,2717268904,protein of unknown function (DUF4214),2716884374,Prochlorococcus,LLI,SAG
AG-402-B03_2717268903,60001883,AG-402-B03,2717268903,protein of unknown function (DUF4214),2716884374,Prochlorococcus,LLI,SAG
AG-402-B03_2717269765,60001883,AG-402-B03,2717269765,protein of unknown function (DUF4214),2716884374,Prochlorococcus,LLI,SAG
AG-402-B03_2717268898,60001883,AG-402-B03,2717268898,protein of unknown function (DUF4214),2716884374,Prochlorococcus,LLI,SAG
AG-402-B05_2717272261,60001830,AG-402-B05,2717272261,hypothetical protein,2716884375,Prochlorococcus,LLI,SAG
AG-402-B05_2717271701,60001830,AG-402-B05,2717271701,hypothetical protein,2716884375,Prochlorococcus,LLI,SAG
AG-402-B05_2717272149,60001883,AG-402-B05,2717272149,protein of unknown function (DUF4214),2716884375,Prochlorococcus,LLI,SAG
AG-402-B05_2717272269,60001883,AG-402-B05,2717272269,protein of unknown function (DUF4214),2716884375,Prochlorococcus,LLI,SAG
AG-402-B05_2717272125,60001883,AG-402-B05,2717272125,protein of unknown function (DUF4214),2716884375,Prochlorococcus,LLI,SAG
AG-402-B05_2717271089,60001888,AG-402-B05,2717271089,hypothetical protein,2716884375,Prochlorococcus,LLI,SAG
AG-402-B05_2717270196,60002365,AG-402-B05,2717270196,hypothetical protein,2716884375,Prochlorococcus,LLI,SAG
AG-402-B05_2717271340,60002365,AG-402-B05,2717271340,hypothetical protein,2716884375,Prochlorococcus,LLI,SAG
AG-402-B10_2717273144,60001883,AG-402-B10,2717273144,protein of unknown function (DUF4214),2716884376,Prochlorococcus,LLI,SAG
AG-402-B10_2717273145,60001883,AG-402-B10,2717273145,protein of unknown function (DUF4214),2716884376,Prochlorococcus,LLI,SAG
AG-402-B10_2717273215,60001883,AG-402-B10,2717273215,protein of unknown function (DUF4214),2716884376,Prochlorococcus,LLI,SAG
AG-402-B19_2717660206,60001888,AG-402-B19,2717660206,hypothetical protein,2716884732,Prochlorococcus,LLI,SAG
AG-402-B19_2717659894,60001888,AG-402-B19,2717659894,hypothetical protein,2716884732,Prochlorococcus,LLI,SAG
AG-402-C09_2717274691,60001883,AG-402-C09,2717274691,protein of unknown function (DUF4214),2716884377,Prochlorococcus,LLI,SAG
AG-402-C09_2717274037,60001883,AG-402-C09,2717274037,protein of unknown function (DUF4214),2716884377,Prochlorococcus,LLI,SAG
AG-402-C09_2717274108,60001883,AG-402-C09,2717274108,protein of unknown function (DUF4214),2716884377,Prochlorococcus,LLI,SAG
AG-402-C09_2717274699,60001883,AG-402-C09,2717274699,protein of unknown function (DUF4214),2716884377,Prochlorococcus,LLI,SAG
AG-402-E17_2717277179,60001888,AG-402-E17,2717277179,hypothetical protein,2716884379,Prochlorococcus,LLI,SAG
AG-402-G06_2717152607,60001883,AG-402-G06,2717152607,protein of unknown function (DUF4214),2716884265,Prochlorococcus,LLI,SAG
AG-402-G06_2717151171,60001883,AG-402-G06,2717151171,protein of unknown function (DUF4214),2716884265,Prochlorococcus,LLI,SAG
AG-402-G06_2717152578,60001883,AG-402-G06,2717152578,protein of unknown function (DUF4214),2716884265,Prochlorococcus,LLI,SAG
AG-402-G06_2717151704,60001883,AG-402-G06,2717151704,protein of unknown function (DUF4214),2716884265,Prochlorococcus,LLI,SAG
AG-402-G06_2717151856,60001883,AG-402-G06,2717151856,protein of unknown function (DUF4214),2716884265,Prochlorococcus,LLI,SAG
AG-402-G08_2717282076,60001830,AG-402-G08,2717282076,hypothetical protein,2716884381,Prochlorococcus,LLI,SAG
AG-402-G08_2717281199,60001830,AG-402-G08,2717281199,hypothetical protein,2716884381,Prochlorococcus,LLI,SAG
AG-402-G08_2717282198,60001883,AG-402-G08,2717282198,protein of unknown function (DUF4214),2716884381,Prochlorococcus,LLI,SAG
AG-402-G08_2717282090,60001883,AG-402-G08,2717282090,protein of unknown function (DUF4214),2716884381,Prochlorococcus,LLI,SAG
AG-402-G08_2717282199,60001883,AG-402-G08,2717282199,protein of unknown function (DUF4214),2716884381,Prochlorococcus,LLI,SAG
AG-402-G08_2717282027,60001883,AG-402-G08,2717282027,protein of unknown function (DUF4214),2716884381,Prochlorococcus,LLI,SAG
AG-402-G08_2717282309,60001888,AG-402-G08,2717282309,hypothetical protein,2716884381,Prochlorococcus,LLI,SAG
AG-402-G08_2717281669,60001888,AG-402-G08,2717281669,hypothetical protein,2716884381,Prochlorococcus,LLI,SAG
AG-402-G08_2717282197,60001888,AG-402-G08,2717282197,hypothetical protein,2716884381,Prochlorococcus,LLI,SAG
AG-402-G08_2717282291,60001888,AG-402-G08,2717282291,hypothetical protein,2716884381,Prochlorococcus,LLI,SAG
AG-402-G19_2717662426,60001830,AG-402-G19,2717662426,hypothetical protein,2716884734,Prochlorococcus,LLI,SAG
AG-402-G19_2717663557,60001883,AG-402-G19,2717663557,protein of unknown function (DUF4214),2716884734,Prochlorococcus,LLI,SAG
AG-402-G19_2717663616,60001883,AG-402-G19,2717663616,protein of unknown function (DUF4214),2716884734,Prochlorococcus,LLI,SAG
AG-402-G19_2717663627,60001883,AG-402-G19,2717663627,protein of unknown function (DUF4214),2716884734,Prochlorococcus,LLI,SAG
AG-402-I05_2667721255,60001830,AG-402-I05,2667721255,hypothetical protein,2667527259,Prochlorococcus,LLI,SAG
AG-402-I05_2667721205,60001830,AG-402-I05,2667721205,hypothetical protein,2667527259,Prochlorococcus,LLI,SAG
AG-402-I05_2667721301,60001830,AG-402-I05,2667721301,hypothetical protein,2667527259,Prochlorococcus,LLI,SAG
AG-402-I05_2667719529,60001883,AG-402-I05,2667719529,protein of unknown function (DUF4214),2667527259,Prochlorococcus,LLI,SAG
AG-402-I05_2667721206,60001883,AG-402-I05,2667721206,protein of unknown function (DUF4214),2667527259,Prochlorococcus,LLI,SAG
AG-402-I05_2667721203,60001883,AG-402-I05,2667721203,protein of unknown function (DUF4214),2667527259,Prochlorococcus,LLI,SAG
AG-402-I20_2667723271,60001883,AG-402-I20,2667723271,protein of unknown function (DUF4214),2667527260,Prochlorococcus,LLI,SAG
AG-402-I20_2667722687,60001883,AG-402-I20,2667722687,protein of unknown function (DUF4214),2667527260,Prochlorococcus,LLI,SAG
AG-402-I20_2667722709,60001883,AG-402-I20,2667722709,protein of unknown function (DUF4214),2667527260,Prochlorococcus,LLI,SAG
AG-402-I20_2667722710,60001883,AG-402-I20,2667722710,protein of unknown function (DUF4214),2667527260,Prochlorococcus,LLI,SAG
AG-402-I20_2667723109,60001883,AG-402-I20,2667723109,protein of unknown function (DUF4214),2667527260,Prochlorococcus,LLI,SAG
AG-402-I20_2667722872,60001883,AG-402-I20,2667722872,protein of unknown function (DUF4214),2667527260,Prochlorococcus,LLI,SAG
AG-402-I20_2667722704,60001883,AG-402-I20,2667722704,protein of unknown function (DUF4214),2667527260,Prochlorococcus,LLI,SAG
AG-402-I20_2667722867,60001883,AG-402-I20,2667722867,protein of unknown function (DUF4214),2667527260,Prochlorococcus,LLI,SAG
AG-402-I20_2667722529,60001883,AG-402-I20,2667722529,protein of unknown function (DUF4214),2667527260,Prochlorococcus,LLI,SAG
AG-402-I20_2667721368,60001888,AG-402-I20,2667721368,hypothetical protein,2667527260,Prochlorococcus,LLI,SAG
AG-402-I21_2667725162,60001883,AG-402-I21,2667725162,protein of unknown function (DUF4214),2667527261,Prochlorococcus,LLI,SAG
AG-402-I21_2667724442,60001883,AG-402-I21,2667724442,protein of unknown function (DUF4214),2667527261,Prochlorococcus,LLI,SAG
AG-402-I21_2667724094,60001883,AG-402-I21,2667724094,protein of unknown function (DUF4214),2667527261,Prochlorococcus,LLI,SAG
AG-402-I21_2667724087,60001883,AG-402-I21,2667724087,protein of unknown function (DUF4214),2667527261,Prochlorococcus,LLI,SAG
AG-402-I21_2667724443,60001883,AG-402-I21,2667724443,protein of unknown function (DUF4214),2667527261,Prochlorococcus,LLI,SAG
AG-402-I21_2667725259,60001888,AG-402-I21,2667725259,hypothetical protein,2667527261,Prochlorococcus,LLI,SAG
AG-402-I21_2667725198,60001888,AG-402-I21,2667725198,hypothetical protein,2667527261,Prochlorococcus,LLI,SAG
AG-402-I22_2667726603,60001883,AG-402-I22,2667726603,protein of unknown function (DUF4214),2667527262,Prochlorococcus,LLI,SAG
AG-402-I22_2667726299,60001883,AG-402-I22,2667726299,protein of unknown function (DUF4214),2667527262,Prochlorococcus,LLI,SAG
AG-402-I22_2667725325,60001883,AG-402-I22,2667725325,protein of unknown function (DUF4214),2667527262,Prochlorococcus,LLI,SAG
AG-402-I22_2667726362,60001883,AG-402-I22,2667726362,protein of unknown function (DUF4214),2667527262,Prochlorococcus,LLI,SAG
AG-402-I22_2667725333,60001883,AG-402-I22,2667725333,protein of unknown function (DUF4214),2667527262,Prochlorococcus,LLI,SAG
AG-402-I22_2667726559,60001883,AG-402-I22,2667726559,protein of unknown function (DUF4214),2667527262,Prochlorococcus,LLI,SAG
AG-402-I22_2667726364,60001883,AG-402-I22,2667726364,protein of unknown function (DUF4214),2667527262,Prochlorococcus,LLI,SAG
AG-402-I22_2667726363,60001883,AG-402-I22,2667726363,protein of unknown function (DUF4214),2667527262,Prochlorococcus,LLI,SAG
AG-402-I22_2667726291,60001883,AG-402-I22,2667726291,protein of unknown function (DUF4214),2667527262,Prochlorococcus,LLI,SAG
AG-402-I22_2667726298,60001883,AG-402-I22,2667726298,protein of unknown function (DUF4214),2667527262,Prochlorococcus,LLI,SAG
AG-402-I22_2667725328,60001883,AG-402-I22,2667725328,protein of unknown function (DUF4214),2667527262,Prochlorococcus,LLI,SAG
AG-402-I22_2667726296,60001883,AG-402-I22,2667726296,protein of unknown function (DUF4214),2667527262,Prochlorococcus,LLI,SAG
AG-402-J18_2667729776,60001888,AG-402-J18,2667729776,hypothetical protein,2667527264,Prochlorococcus,LLI,SAG
AG-402-J18_2667729437,60001888,AG-402-J18,2667729437,hypothetical protein,2667527264,Prochlorococcus,LLI,SAG
AG-402-J18_2667729503,60001888,AG-402-J18,2667729503,hypothetical protein,2667527264,Prochlorococcus,LLI,SAG
AG-402-K04_2717283690,60001883,AG-402-K04,2717283690,protein of unknown function (DUF4214),2716884382,Prochlorococcus,LLI,SAG
